raman_shift_cm-1,wavelength_nm,intensity
6361.738236,295.303000,11.423166
6367.929490,295.357000,11.602427
6374.118480,295.411000,14.846010
6380.305209,295.465000,13.318279
6386.489676,295.519000,9.689576
6392.671884,295.573000,15.375789
6398.851833,295.627000,14.057414
6405.143905,295.682000,11.770227
6411.319300,295.736000,11.547687
6417.492439,295.790000,12.925193
6423.663325,295.844000,12.947677
6429.831958,295.898000,16.078711
6435.998340,295.952000,16.342756
6442.162473,296.006000,15.822995
6448.324357,296.060000,11.794697
6454.483993,296.114000,16.877418
6460.641384,296.168000,14.498321
6466.796529,296.222000,15.884907
6472.949431,296.276000,17.345347
6479.100090,296.330000,6.887261
6485.248508,296.384000,13.330505
6491.280888,296.437000,18.417353
6497.424869,296.491000,14.188177
6503.566612,296.545000,14.299188
6509.706118,296.599000,16.221338
6515.843390,296.653000,20.706129
6521.978427,296.707000,13.556070
6528.111232,296.761000,20.334086
6534.241805,296.815000,14.733927
6540.256681,296.868000,12.815156
6546.382836,296.922000,15.036320
6552.506763,296.976000,14.371463
6558.628464,297.030000,10.540595
6564.747939,297.084000,14.691562
6570.751928,297.137000,17.926752
6576.866997,297.191000,10.709785
6582.979845,297.245000,8.748806
6589.090471,297.299000,15.124049
6595.085780,297.352000,13.285988
6601.192010,297.406000,8.839270
